CodTransaccion,NroFormulario,CodCampus,Marca,Categoria,Tipo,ValUnid,Proveedor,NroSerial,EmpresaResponsable,Estado,Historial
327,966217823,MOU082,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090724,Campuslands,0,[]
327,966217823,CPU083,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON083,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39222,Campuslands,0,[]
327,966217823,TEC083,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070386,Campuslands,0,[]
327,966217823,MOU083,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091724,Campuslands,0,[]
327,966217823,CPU084,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON084,Compumax,Equipo de computo,Monitor,,Compumax Computer ,102SN55090,Campuslands,0,[]
327,966217823,TEC084,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070777,Campuslands,0,[]
327,966217823,MOU084,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091723,Campuslands,0,[]
327,966217823,CPU085,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON085,Compumax,Equipo de computo,Monitor,,Compumax Computer ,102SN55076,Campuslands,0,[]
327,966217823,TEC085,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070025,Campuslands,0,[]
327,966217823,MOU085,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091720,Campuslands,0,[]
327,966217823,CPU086,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON086,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39225,Campuslands,0,[]
327,966217823,TEC086,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070137,Campuslands,0,[]
327,966217823,MOU086,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090747,Campuslands,0,[]
327,966217823,CPU087,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON087,Compumax,Equipo de computo,Monitor,,Compumax Computer ,102SN55094,Campuslands,0,[]
327,966217823,TEC087,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070565,Campuslands,0,[]
327,966217823,MOU087,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091736,Campuslands,0,[]
327,966217823,CPU088,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON088,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39228,Campuslands,0,[]
327,966217823,TEC088,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070574,Campuslands,0,[]
327,966217823,MOU088,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090721,Campuslands,0,[]
327,966217823,CPU089,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON089,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39205,Campuslands,0,[]
327,966217823,TEC089,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070092,Campuslands,0,[]
327,966217823,MOU089,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090720,Campuslands,0,[]
327,966217823,CPU090,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON090,Compumax,Equipo de computo,Monitor,,Compumax Computer ,102SN55087,Campuslands,0,[]
327,966217823,TEC090,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070318,Campuslands,0,[]
327,966217823,MOU090,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091722,Campuslands,0,[]
327,966217823,CPU091,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON091,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39177,Campuslands,0,[]
327,966217823,TEC091,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070834,Campuslands,0,[]
327,966217823,MOU091,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091721,Campuslands,0,[]
327,966217823,CPU092,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON092,Compumax,Equipo de computo,Monitor,,Compumax Computer ,102SN55102,Campuslands,0,[]
327,966217823,TEC092,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070199,Campuslands,0,[]
327,966217823,MOU092,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090736,Campuslands,0,[]
327,966217823,CPU093,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON093,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39234,Campuslands,0,[]
327,966217823,TEC093,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070503,Campuslands,0,[]
327,966217823,MOU093,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091738,Campuslands,0,[]
327,966217823,CPU094,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON094,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39174,Campuslands,0,[]
327,966217823,TEC094,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070236,Campuslands,0,[]
327,966217823,MOU094,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090702,Campuslands,0,[]
327,966217823,CPU095,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON095,Compumax,Equipo de computo,Monitor,,Compumax Computer ,102SN55095,Campuslands,0,[]
327,966217823,TEC095,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070097,Campuslands,0,[]
327,966217823,MOU095,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091745,Campuslands,0,[]
327,966217823,CPU096,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON096,Compumax,Equipo de computo,Monitor,,Compumax Computer ,102SN55086,Campuslands,0,[]
327,966217823,TEC096,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070239,Campuslands,0,[]
327,966217823,MOU096,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090746,Campuslands,0,[]
327,966217823,CPU097,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON097,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39172,Campuslands,0,[]
327,966217823,TEC097,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070442,Campuslands,0,[]
327,966217823,MOU097,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091746,Campuslands,0,[]
327,966217823,CPU098,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON098,Compumax,Equipo de computo,Monitor,,Compumax Computer ,102SN55083,Campuslands,0,[]
327,966217823,TEC098,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070223,Campuslands,0,[]
327,966217823,MOU098,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091747,Campuslands,0,[]
327,966217823,CPU099,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON099,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39215,Campuslands,0,[]
327,966217823,TEC099,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070482,Campuslands,0,[]
327,966217823,MOU099,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130091744,Campuslands,0,[]
327,966217823,CPU100,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON100,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39227,Campuslands,0,[]
327,966217823,TEC100,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070844,Campuslands,0,[]
327,966217823,MOU100,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090744,Campuslands,0,[]
327,966217823,CPU101,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON101,Compumax,Equipo de computo,Monitor,,Compumax Computer ,400SN39169,Campuslands,0,[]
327,966217823,TEC101,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070418,Campuslands,0,[]
327,966217823,MOU101,Compumax,Equipo de computo,Mouse,,Compumax Computer ,KBM130090752,Campuslands,0,[]
327,966217823,CPU102,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON102,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32576,Campuslands,0,[]
327,966217823,TEC102,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070597,Campuslands,0,[]
327,966217823,MOU102,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10923,Campuslands,0,[]
327,966217823,CPU103,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON103,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32598,Campuslands,0,[]
327,966217823,TEC103,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070864,Campuslands,0,[]
327,966217823,MOU103,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10924,Campuslands,0,[]
327,966217823,CPU104,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON104,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32557,Campuslands,0,[]
327,966217823,TEC104,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070602,Campuslands,0,[]
327,966217823,MOU104,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10925,Campuslands,0,[]
327,966217823,CPU105,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON105,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32564,Campuslands,0,[]
327,966217823,TEC105,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070823,Campuslands,0,[]
327,966217823,MOU105,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10926,Campuslands,0,[]
327,966217823,CPU106,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON106,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32556,Campuslands,0,[]
327,966217823,TEC106,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070855,Campuslands,0,[]
327,966217823,MOU106,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10927,Campuslands,0,[]
327,966217823,CPU107,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON107,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32571,Campuslands,0,[]
327,966217823,TEC107,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070180,Campuslands,0,[]
327,966217823,MOU107,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10936,Campuslands,0,[]
327,966217823,CPU108,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON108,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32591,Campuslands,0,[]
327,966217823,TEC108,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070122,Campuslands,0,[]
327,966217823,MOU108,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10937,Campuslands,0,[]
327,966217823,CPU109,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON109,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32584,Campuslands,0,[]
327,966217823,TEC109,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070784,Campuslands,0,[]
327,966217823,MOU109,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10935,Campuslands,0,[]
327,966217823,CPU110,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON110,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32627,Campuslands,0,[]
327,966217823,TEC110,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070095,Campuslands,0,[]
327,966217823,MOU110,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10974,Campuslands,0,[]
327,966217823,CPU111,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON111,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32621,Campuslands,0,[]
327,966217823,TEC111,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070221,Campuslands,0,[]
327,966217823,MOU111,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10932,Campuslands,0,[]
327,966217823,CPU112,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON112,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32588,Campuslands,0,[]
327,966217823,TEC112,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070836,Campuslands,0,[]
327,966217823,MOU112,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10934,Campuslands,0,[]
327,966217823,CPU113,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON113,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32626,Campuslands,0,[]
327,966217823,TEC113,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070776,Campuslands,0,[]
327,966217823,MOU113,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10933,Campuslands,0,[]
327,966217823,CPU114,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON114,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32596,Campuslands,0,[]
327,966217823,TEC114,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070605,Campuslands,0,[]
327,966217823,MOU114,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10928,Campuslands,0,[]
327,966217823,CPU115,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON115,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32567,Campuslands,0,[]
327,966217823,TEC115,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070511,Campuslands,0,[]
327,966217823,MOU115,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-11024,Campuslands,0,[]
327,966217823,CPU116,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON116,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32585,Campuslands,0,[]
327,966217823,TEC116,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070408,Campuslands,0,[]
327,966217823,MOU116,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10931,Campuslands,0,[]
327,966217823,CPU117,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON117,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32572,Campuslands,0,[]
327,966217823,TEC117,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070209,Campuslands,0,[]
327,966217823,MOU117,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-11023,Campuslands,0,[]
327,966217823,CPU118,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON118,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32599,Campuslands,0,[]
327,966217823,TEC118,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070285,Campuslands,0,[]
327,966217823,MOU118,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-11026,Campuslands,0,[]
327,966217823,CPU119,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON119,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32581,Campuslands,0,[]
327,966217823,TEC119,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070086,Campuslands,0,[]
327,966217823,MOU119,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-11025,Campuslands,0,[]
327,966217823,CPU120,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON120,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32619,Campuslands,0,[]
327,966217823,TEC120,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070669,Campuslands,0,[]
327,966217823,MOU120,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10930,Campuslands,0,[]
327,966217823,CPU121,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON121,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32575,Campuslands,0,[]
327,966217823,TEC121,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070692,Campuslands,0,[]
327,966217823,MOU121,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10929,Campuslands,0,[]
327,966217823,CPU122,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON122,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32595,Campuslands,0,[]
327,966217823,TEC122,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070057,Campuslands,0,[]
327,966217823,MOU122,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10760,Campuslands,0,[]
327,966217823,CPU123,Compumax,Equipo de computo,Cpu,,Compumax Computer ,Sin serial ,Campuslands,0,[]
327,966217823,MON123,Compumax,Equipo de computo,Monitor,,Compumax Computer ,500SN32604,Campuslands,0,[]
327,966217823,TEC123,Compumax,Equipo de computo,Teclado,,Compumax Computer ,COM2024CM21070575,Campuslands,0,[]
327,966217823,MOU123,Compumax,Equipo de computo,Mouse,,Compumax Computer ,CK440U-10656,Campuslands,0,[]
